Region Code;Region Name;Code of Electoral District;Name of Electoral District;Code of Territorial District;Name of Territorial District;Party Number;Party Name;Votes;Vote Share in %;Party Voters Using their Right of Preferential Voting;Preferential Vote Share in %
6;Region of Banská Bystrica;606;Zvolen;604;Detva;21;HLAS ĽUDU;15;0.08;11;73,33
6;Region of Banská Bystrica;606;Zvolen;604;Detva;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;5;0.02;5;100,00
6;Region of Banská Bystrica;606;Zvolen;604;Detva;23;Práca slovenského národa;11;0.06;8;72,72
6;Region of Banská Bystrica;606;Zvolen;604;Detva;24;Kotlebovci - Ľudová strana Naše Slovensko;2079;12.06; 1 847;88,84
6;Region of Banská Bystrica;606;Zvolen;604;Detva;25;Socialisti.sk;110;0.63;78;70,90
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;1;Slovenská ľudová strana Andreja Hlinku;65;0.56;49;75,38
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;2;DOBRÁ VOĽBA;398;3.44;304;76,38
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;3;Sloboda a Solidarita;619;5.35;486;78,51
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;4;SME RODINA;1114;9.64;888;79,71
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;5;Slovenské Hnutie Obrody;8;0.06;3;37,50
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;6;ZA ĽUDÍ;415;3.59;334;80,48
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;7;MÁME TOHO DOSŤ !;36;0.31;13;36,11
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;9;Slovenská národná strana;406;3.51;287;70,68
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;10;Demokratická strana;15;0.12;13;86,66
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;2548;22.04; 2 150;84,37
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;502;4.34;415;82,66
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;12;0.1;5;41,66
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;14;99 % - občiansky hlas;8;0.06;3;37,50
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;15;Kresťanskodemokratické hnutie;533;4.61;369;69,23
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;16;Slovenská liga;3;0.02;1;33,33
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;17;VLASŤ;393;3.4;322;81,93
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;18;MOST - HÍD;63;0.54;52;82,53
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;19;SMER - sociálna demokracia;2300;19.9; 1 934;84,08
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;20;SOLIDARITA - Hnutie pracujúcej chudoby;25;0.21;15;60,00
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;21;HLAS ĽUDU;9;0.07;8;88,88
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;31;0.26;25;80,64
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;23;Práca slovenského národa;17;0.14;13;76,47
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;24;Kotlebovci - Ľudová strana Naše Slovensko;1969;17.03; 1 623;82,42
6;Region of Banská Bystrica;606;Zvolen;605;Krupina;25;Socialisti.sk;67;0.57;46;68,65
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;1;Slovenská ľudová strana Andreja Hlinku;71;0.19;47;66,19
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;2;DOBRÁ VOĽBA;1423;3.83; 1 047;73,57
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;3;Sloboda a Solidarita;2705;7.28; 2 064;76,30
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;4;SME RODINA;3760;10.12; 2 906;77,28
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;5;Slovenské Hnutie Obrody;18;0.04;14;77,77
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;6;ZA ĽUDÍ;2169;5.83; 1 692;78,00
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;7;MÁME TOHO DOSŤ !;115;0.3;68;59,13
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;9;Slovenská národná strana;1162;3.12;872;75,04
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;10;Demokratická strana;48;0.12;31;64,58
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;8590;23.12; 7 239;84,27
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;3141;8.45; 2 562;81,56
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;19;0.05;7;36,84
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;14;99 % - občiansky hlas;15;0.04;8;53,33
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;15;Kresťanskodemokratické hnutie;1353;3.64; 1 132;83,66
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;16;Slovenská liga;21;0.05;15;71,42
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;17;VLASŤ;1283;3.45; 1 084;84,48
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;18;MOST - HÍD;104;0.27;82;78,84
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;19;SMER - sociálna demokracia;7792;20.97; 6 802;87,29
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;20;SOLIDARITA - Hnutie pracujúcej chudoby;78;0.2;47;60,25
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;21;HLAS ĽUDU;20;0.05;11;55,00
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;16;0.04;14;87,50
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;23;Práca slovenského národa;17;0.04;11;64,70
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;24;Kotlebovci - Ľudová strana Naše Slovensko;2910;7.83; 2 482;85,29
6;Region of Banská Bystrica;606;Zvolen;611;Zvolen;25;Socialisti.sk;321;0.86;239;74,45
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;1;Slovenská ľudová strana Andreja Hlinku;29;0.33;19;65,51
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;2;DOBRÁ VOĽBA;277;3.21;211;76,17
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;3;Sloboda a Solidarita;435;5.04;346;79,54
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;4;SME RODINA;901;10.44;700;77,69
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;5;Slovenské Hnutie Obrody;3;0.03;1;33,33
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;6;ZA ĽUDÍ;411;4.76;309;75,18
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;7;MÁME TOHO DOSŤ !;50;0.57;35;70,00
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;9;Slovenská národná strana;277;3.21;222;80,14
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;10;Demokratická strana;8;0.09;7;87,50
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;1895;21.96; 1 563;82,48
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;743;8.61;639;86,00
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;7;0.08;4;57,14
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;14;99 % - občiansky hlas;5;0.05;1;20,00
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;15;Kresťanskodemokratické hnutie;403;4.67;340;84,36
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;17;VLASŤ;239;2.77;197;82,42
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;18;MOST - HÍD;29;0.33;24;82,75
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;19;SMER - sociálna demokracia;1829;21.19; 1 562;85,40
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;20;SOLIDARITA - Hnutie pracujúcej chudoby;17;0.19;12;70,58
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;21;HLAS ĽUDU;6;0.06;5;83,33
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;3;0.03;3;100,00
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;23;Práca slovenského národa;4;0.04;4;100,00
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;24;Kotlebovci - Ľudová strana Naše Slovensko;1018;11.79;859;84,38
6;Region of Banská Bystrica;607;Žiar nad Hronom;602;Banská Štiavnica;25;Socialisti.sk;39;0.45;23;58,97
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;1;Slovenská ľudová strana Andreja Hlinku;37;0.26;24;64,86
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;2;DOBRÁ VOĽBA;531;3.8;404;76,08
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;3;Sloboda a Solidarita;645;4.62;474;73,48
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;4;SME RODINA;1384;9.92; 1 084;78,32
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;5;Slovenské Hnutie Obrody;6;0.04;2;33,33
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;6;ZA ĽUDÍ;500;3.58;396;79,20
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;7;MÁME TOHO DOSŤ !;46;0.33;25;54,34
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;9;Slovenská národná strana;489;3.5;364;74,43
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;10;Demokratická strana;12;0.08;8;66,66
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;3047;21.85; 2 506;82,24
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;685;4.91;542;79,12
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;7;0.05;2;28,57
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;14;99 % - občiansky hlas;3;0.02;1;33,33
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;15;Kresťanskodemokratické hnutie;641;4.59;518;80,81
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;16;Slovenská liga;5;0.03;4;80,00
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;17;VLASŤ;430;3.08;347;80,69
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;18;MOST - HÍD;26;0.18;16;61,53
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;19;SMER - sociálna demokracia;3193;22.9; 2 724;85,31
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;20;SOLIDARITA - Hnutie pracujúcej chudoby;38;0.27;25;65,78
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;21;HLAS ĽUDU;9;0.06;6;66,66
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;3;0.02;1;33,33
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;23;Práca slovenského národa;5;0.03;2;40,00
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;24;Kotlebovci - Ľudová strana Naše Slovensko;2111;15.14; 1 788;84,69
6;Region of Banská Bystrica;607;Žiar nad Hronom;612;Žarnovica;25;Socialisti.sk;86;0.61;58;67,44
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;1;Slovenská ľudová strana Andreja Hlinku;63;0.25;47;74,60
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;2;DOBRÁ VOĽBA;1040;4.2;823;79,13
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;3;Sloboda a Solidarita;1538;6.21; 1 152;74,90
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;4;SME RODINA;2940;11.87; 2 340;79,59
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;5;Slovenské Hnutie Obrody;10;0.04;4;40,00
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;6;ZA ĽUDÍ;1121;4.52;833;74,30
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;7;MÁME TOHO DOSŤ !;96;0.38;55;57,29
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;9;Slovenská národná strana;857;3.46;628;73,27
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;10;Demokratická strana;28;0.11;17;60,71
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;5515;22.28; 4 559;82,66
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1641;6.63; 1 311;79,89
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;15;0.06;6;40,00
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;14;99 % - občiansky hlas;6;0.02;3;50,00
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;15;Kresťanskodemokratické hnutie;865;3.49;664;76,76
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;16;Slovenská liga;9;0.03;4;44,44
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;17;VLASŤ;677;2.73;567;83,75
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;18;MOST - HÍD;116;0.46;91;78,44
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;19;SMER - sociálna demokracia;5262;21.26; 4 446;84,49
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;20;SOLIDARITA - Hnutie pracujúcej chudoby;44;0.17;23;52,27
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;21;HLAS ĽUDU;7;0.02;5;71,42
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;12;0.04;10;83,33
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;23;Práca slovenského národa;7;0.02;3;42,85
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;24;Kotlebovci - Ľudová strana Naše Slovensko;2742;11.07; 2 251;82,09
6;Region of Banská Bystrica;607;Žiar nad Hronom;613;Žiar nad Hronom;25;Socialisti.sk;138;0.55;100;72,46
7;Region of Prešov;701;Bardejov;701;Bardejov;1;Slovenská ľudová strana Andreja Hlinku;276;0.72;242;87,68
7;Region of Prešov;701;Bardejov;701;Bardejov;2;DOBRÁ VOĽBA;1366;3.6; 1 070;78,33
7;Region of Prešov;701;Bardejov;701;Bardejov;3;Sloboda a Solidarita;1409;3.72; 1 138;80,76
7;Region of Prešov;701;Bardejov;701;Bardejov;4;SME RODINA;3340;8.82; 2 711;81,16
7;Region of Prešov;701;Bardejov;701;Bardejov;5;Slovenské Hnutie Obrody;21;0.05;16;76,19
7;Region of Prešov;701;Bardejov;701;Bardejov;6;ZA ĽUDÍ;1835;4.84; 1 516;82,61
7;Region of Prešov;701;Bardejov;701;Bardejov;7;MÁME TOHO DOSŤ !;127;0.33;97;76,37
7;Region of Prešov;701;Bardejov;701;Bardejov;9;Slovenská národná strana;1347;3.55; 1 118;82,99
7;Region of Prešov;701;Bardejov;701;Bardejov;10;Demokratická strana;64;0.16;51;79,68
7;Region of Prešov;701;Bardejov;701;Bardejov;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;9856;26.03; 8 543;86,67
7;Region of Prešov;701;Bardejov;701;Bardejov;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1339;3.53; 1 058;79,01
7;Region of Prešov;701;Bardejov;701;Bardejov;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;20;0.05;11;55,00
7;Region of Prešov;701;Bardejov;701;Bardejov;14;99 % - občiansky hlas;18;0.04;13;72,22
7;Region of Prešov;701;Bardejov;701;Bardejov;15;Kresťanskodemokratické hnutie;3669;9.69; 3 292;89,72
7;Region of Prešov;701;Bardejov;701;Bardejov;16;Slovenská liga;18;0.04;15;83,33
7;Region of Prešov;701;Bardejov;701;Bardejov;17;VLASŤ;1467;3.87; 1 280;87,25
7;Region of Prešov;701;Bardejov;701;Bardejov;18;MOST - HÍD;473;1.24;434;91,75
7;Region of Prešov;701;Bardejov;701;Bardejov;19;SMER - sociálna demokracia;8486;22.41; 7 508;88,47
7;Region of Prešov;701;Bardejov;701;Bardejov;20;SOLIDARITA - Hnutie pracujúcej chudoby;29;0.07;18;62,06
7;Region of Prešov;701;Bardejov;701;Bardejov;21;HLAS ĽUDU;18;0.04;12;66,66
7;Region of Prešov;701;Bardejov;701;Bardejov;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;4;0.01;4;100,00
7;Region of Prešov;701;Bardejov;701;Bardejov;23;Práca slovenského národa;9;0.02;5;55,55
7;Region of Prešov;701;Bardejov;701;Bardejov;24;Kotlebovci - Ľudová strana Naše Slovensko;2486;6.56; 2 176;87,53
7;Region of Prešov;701;Bardejov;701;Bardejov;25;Socialisti.sk;183;0.48;137;74,86
7;Region of Prešov;702;Humenné;702;Humenné;1;Slovenská ľudová strana Andreja Hlinku;82;0.27;64;78,04
7;Region of Prešov;702;Humenné;702;Humenné;2;DOBRÁ VOĽBA;1082;3.62;871;80,49
7;Region of Prešov;702;Humenné;702;Humenné;3;Sloboda a Solidarita;1036;3.47;850;82,04
7;Region of Prešov;702;Humenné;702;Humenné;4;SME RODINA;2906;9.73; 2 471;85,03
7;Region of Prešov;702;Humenné;702;Humenné;5;Slovenské Hnutie Obrody;23;0.07;14;60,86
7;Region of Prešov;702;Humenné;702;Humenné;6;ZA ĽUDÍ;1436;4.8; 1 128;78,55
7;Region of Prešov;702;Humenné;702;Humenné;7;MÁME TOHO DOSŤ !;166;0.55;131;78,91
7;Region of Prešov;702;Humenné;702;Humenné;9;Slovenská národná strana;1373;4.59; 1 123;81,79
7;Region of Prešov;702;Humenné;702;Humenné;10;Demokratická strana;15;0.05;11;73,33
7;Region of Prešov;702;Humenné;702;Humenné;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;6681;22.37; 5 938;88,87
7;Region of Prešov;702;Humenné;702;Humenné;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1099;3.68;890;80,98
7;Region of Prešov;702;Humenné;702;Humenné;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;8;0.02;4;50,00
7;Region of Prešov;702;Humenné;702;Humenné;14;99 % - občiansky hlas;19;0.06;13;68,42
7;Region of Prešov;702;Humenné;702;Humenné;15;Kresťanskodemokratické hnutie;2000;6.69; 1 671;83,55
7;Region of Prešov;702;Humenné;702;Humenné;16;Slovenská liga;7;0.02;4;57,14
7;Region of Prešov;702;Humenné;702;Humenné;17;VLASŤ;1204;4.03; 1 055;87,62
7;Region of Prešov;702;Humenné;702;Humenné;18;MOST - HÍD;207;0.69;189;91,30
7;Region of Prešov;702;Humenné;702;Humenné;19;SMER - sociálna demokracia;7932;26.56; 7 138;89,98
7;Region of Prešov;702;Humenné;702;Humenné;20;SOLIDARITA - Hnutie pracujúcej chudoby;31;0.1;22;70,96
7;Region of Prešov;702;Humenné;702;Humenné;21;HLAS ĽUDU;9;0.03;7;77,77
7;Region of Prešov;702;Humenné;702;Humenné;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;23;0.07;11;47,82
7;Region of Prešov;702;Humenné;702;Humenné;23;Práca slovenského národa;18;0.06;13;72,22
7;Region of Prešov;702;Humenné;702;Humenné;24;Kotlebovci - Ľudová strana Naše Slovensko;2358;7.89; 2 089;88,59
7;Region of Prešov;702;Humenné;702;Humenné;25;Socialisti.sk;140;0.46;100;71,42
7;Region of Prešov;702;Humenné;705;Medzilaborce;1;Slovenská ľudová strana Andreja Hlinku;52;1.04;40;76,92
7;Region of Prešov;702;Humenné;705;Medzilaborce;2;DOBRÁ VOĽBA;210;4.2;176;83,80
7;Region of Prešov;702;Humenné;705;Medzilaborce;3;Sloboda a Solidarita;149;2.98;119;79,86
7;Region of Prešov;702;Humenné;705;Medzilaborce;4;SME RODINA;277;5.54;225;81,22
7;Region of Prešov;702;Humenné;705;Medzilaborce;5;Slovenské Hnutie Obrody;5;0.1;5;100,00
7;Region of Prešov;702;Humenné;705;Medzilaborce;6;ZA ĽUDÍ;232;4.64;205;88,36
7;Region of Prešov;702;Humenné;705;Medzilaborce;7;MÁME TOHO DOSŤ !;8;0.16;6;75,00
7;Region of Prešov;702;Humenné;705;Medzilaborce;9;Slovenská národná strana;257;5.14;234;91,05
7;Region of Prešov;702;Humenné;705;Medzilaborce;10;Demokratická strana;4;0.08;3;75,00
7;Region of Prešov;702;Humenné;705;Medzilaborce;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;762;15.26;668;87,66
7;Region of Prešov;702;Humenné;705;Medzilaborce;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;245;4.9;205;83,67
7;Region of Prešov;702;Humenné;705;Medzilaborce;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;2;0.04;1;50,00
7;Region of Prešov;702;Humenné;705;Medzilaborce;14;99 % - občiansky hlas;4;0.08;3;75,00
7;Region of Prešov;702;Humenné;705;Medzilaborce;15;Kresťanskodemokratické hnutie;197;3.94;165;83,75
7;Region of Prešov;702;Humenné;705;Medzilaborce;16;Slovenská liga;8;0.16;5;62,50
7;Region of Prešov;702;Humenné;705;Medzilaborce;17;VLASŤ;278;5.56;251;90,28
7;Region of Prešov;702;Humenné;705;Medzilaborce;18;MOST - HÍD;85;1.7;83;97,64
7;Region of Prešov;702;Humenné;705;Medzilaborce;19;SMER - sociálna demokracia;1709;34.22; 1 528;89,40
7;Region of Prešov;702;Humenné;705;Medzilaborce;20;SOLIDARITA - Hnutie pracujúcej chudoby;11;0.22;10;90,90
7;Region of Prešov;702;Humenné;705;Medzilaborce;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;3;0.06;2;66,66
